,state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
2163,andhra pradesh,adilabad,2004,50,42,14,135,71,296,0
2164,andhra pradesh,anantapur,2004,20,31,11,196,50,147,0
2165,andhra pradesh,chittoor,2004,28,27,22,116,197,234,0
2166,andhra pradesh,cuddapah,2004,14,31,7,118,49,120,0
2167,andhra pradesh,cyberabad,2004,40,69,43,106,85,517,0
2168,andhra pradesh,east godavari,2004,31,23,13,112,105,293,0
2169,andhra pradesh,guntakal rly.,2004,0,0,0,1,0,0,0
2170,andhra pradesh,guntur,2004,46,60,32,186,104,397,0
2171,andhra pradesh,hyderabad city,2004,56,62,29,144,206,1142,2
2172,andhra pradesh,karimnagar,2004,85,98,61,370,155,717,0
2173,andhra pradesh,khammam,2004,43,46,18,176,310,400,0
2174,andhra pradesh,krishna,2004,33,13,13,182,108,362,0
2175,andhra pradesh,kurnool,2004,29,32,6,242,157,230,0
2176,andhra pradesh,mahaboobnagar,2004,56,52,21,164,10,251,0
2177,andhra pradesh,medak,2004,52,32,41,86,54,229,0
2178,andhra pradesh,nalgonda,2004,46,57,34,200,66,272,0
2179,andhra pradesh,nellore,2004,107,55,11,173,88,142,0
2180,andhra pradesh,nizamabad,2004,24,19,17,74,46,339,0
2181,andhra pradesh,prakasham,2004,19,37,6,130,24,146,0
2182,andhra pradesh,ranga reddy,2004,25,22,17,49,15,136,0
2183,andhra pradesh,secunderabad rly.,2004,0,0,2,1,0,2,0
2184,andhra pradesh,srikakulam,2004,15,13,14,58,11,165,0
2185,andhra pradesh,vijayawada,2004,19,43,10,132,196,678,0
2186,andhra pradesh,vijayawada rly.,2004,0,0,0,6,0,1,0
2187,andhra pradesh,visakha rural,2004,18,12,3,54,30,94,0
2188,andhra pradesh,visakhapatnam,2004,12,16,1,24,43,243,0
2189,andhra pradesh,vizianagaram,2004,14,7,6,53,26,155,0
2190,andhra pradesh,warangal,2004,53,88,43,228,0,162,0
2191,andhra pradesh,west godavari,2004,81,43,17,301,104,518,0
2193,arunachal pradesh,changlang,2004,9,5,0,1,0,1,0
2194,arunachal pradesh,dibang valley,2004,3,0,0,0,0,0,0
2195,arunachal pradesh,k/kumey,2004,0,1,0,0,0,0,0
2196,arunachal pradesh,kameng east,2004,0,2,0,4,0,0,0
2197,arunachal pradesh,kameng west,2004,2,2,0,1,0,0,0
2198,arunachal pradesh,lohit,2004,5,5,0,8,0,0,0
2199,arunachal pradesh,papum pare,2004,4,4,0,8,0,0,0
2200,arunachal pradesh,siang east,2004,11,10,0,11,0,1,0
2201,arunachal pradesh,siang upper,2004,1,0,0,2,0,0,0
2202,arunachal pradesh,siang west,2004,6,6,0,8,0,0,0
2203,arunachal pradesh,subansiri lower,2004,0,0,0,1,0,0,0
2204,arunachal pradesh,subansiri upper,2004,0,4,0,3,0,1,0
2205,arunachal pradesh,tawang,2004,0,0,0,13,0,1,0
2206,arunachal pradesh,tirap,2004,1,2,0,1,0,0,0
2207,arunachal pradesh,upper dibang valley,2004,0,0,0,0,0,0,0
2209,assam,barpeta,2004,50,60,8,25,4,102,0
2210,assam,bongaigaon,2004,41,46,3,12,0,23,0
2211,assam,c.i.d.,2004,0,0,0,0,0,0,0
2212,assam,cachar,2004,46,92,4,114,0,256,0
2213,assam,darrang,2004,55,38,7,55,0,38,0
2214,assam,dhemaji,2004,53,40,0,33,0,74,0
2215,assam,dhubri,2004,79,65,9,110,1,183,0
2216,assam,dibrugarh,2004,58,68,4,50,0,63,0
2217,assam,g.r.p.,2004,2,3,0,2,0,7,0
2218,assam,goalpara,2004,50,51,3,8,0,119,0
2219,assam,golaghat,2004,62,70,0,31,0,79,0
2220,assam,guwahati city,2004,88,228,3,45,0,55,0
2221,assam,hailakandi,2004,18,25,2,4,1,23,0
2222,assam,jorhat,2004,32,32,0,32,0,35,0
2223,assam,kamrup,2004,59,110,3,26,0,67,0
2224,assam,karbi anglong,2004,14,11,0,8,0,8,0
2225,assam,karimganj,2004,32,31,8,4,0,67,0
2226,assam,kokrajhar,2004,33,24,2,41,0,45,0
2227,assam,lakhimpur,2004,56,94,1,46,0,112,0
2228,assam,morigaon,2004,36,43,2,12,0,23,0
2229,assam,n.c.hills,2004,1,6,0,3,0,21,0
2230,assam,nagaon,2004,91,134,6,69,5,203,0
2231,assam,nalbari,2004,29,48,3,48,0,23,0
2232,assam,r.p.o.,2004,5,0,0,2,0,7,0
2233,assam,sibsagar,2004,49,81,0,12,0,92,0
2234,assam,sonitpur,2004,87,101,5,60,0,167,0
2235,assam,tinsukia,2004,45,51,1,31,0,53,0
2237,bihar,araria,2004,34,22,11,13,0,27,0
2238,bihar,arwal,2004,2,0,16,0,0,10,0
2239,bihar,aurangabad,2004,18,27,40,0,0,33,0
2240,bihar,bagaha,2004,23,15,5,12,0,7,0
2241,bihar,banka,2004,44,22,25,5,0,15,0
2242,bihar,begusarai,2004,23,8,15,5,0,55,0
2243,bihar,bettiah,2004,128,40,29,9,0,161,0
2244,bihar,bhabhua,2004,20,13,28,8,0,24,0
2245,bihar,bhagalpur,2004,63,59,12,13,0,226,0
2246,bihar,bhojpur,2004,9,9,34,42,0,68,0
2247,bihar,buxar,2004,13,5,21,13,0,37,1
2248,bihar,darbhanga,2004,59,15,33,0,0,70,6
2249,bihar,gaya,2004,19,30,36,42,0,58,0
2250,bihar,gopalganj,2004,39,27,38,5,9,132,0
2251,bihar,jamalpur rly.,2004,0,1,3,1,0,0,0
2252,bihar,jamui,2004,31,11,11,29,0,45,0
2253,bihar,jehanabad,2004,6,8,6,19,0,25,0
2254,bihar,katihar,2004,79,34,19,9,0,34,0
2255,bihar,katihar rly.,2004,2,3,0,1,0,1,0
2256,bihar,khagaria,2004,18,10,9,10,0,27,0
2257,bihar,kishanganj,2004,32,80,4,25,0,36,0
2258,bihar,lakhisarai,2004,13,13,10,4,0,9,0
2259,bihar,madhepura,2004,11,11,7,4,0,8,0
2260,bihar,madhubani,2004,61,33,34,121,0,111,0
2261,bihar,motihari,2004,29,56,45,15,0,93,0
2262,bihar,munger,2004,11,14,20,12,0,40,0
2263,bihar,muzaffarpur,2004,166,42,72,11,0,206,0
2264,bihar,muzaffarpur rly.,2004,2,3,0,1,0,1,0
2265,bihar,nalanda,2004,43,32,68,43,0,110,3
2266,bihar,naugachia,2004,7,4,8,1,0,11,0
2267,bihar,nawadah,2004,37,12,16,5,0,23,0
2268,bihar,patna,2004,46,39,44,28,3,147,0
2269,bihar,patna rly.,2004,2,0,1,13,0,1,0
