,state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
8337,chhattisgarh,baloda bazar,2012,45,18,0,98,10,37,0
8338,chhattisgarh,balrampur,2012,64,0,0,52,2,30,0
8339,chhattisgarh,bemetara,2012,24,18,3,61,5,29,0
8340,chhattisgarh,bilaspur,2012,47,28,10,169,11,95,0
8341,chhattisgarh,bizapur,2012,4,3,0,5,0,1,0
8342,chhattisgarh,dantewara,2012,7,1,0,4,0,5,0
8343,chhattisgarh,dhamtari,2012,21,2,1,36,11,15,0
8344,chhattisgarh,durg,2012,91,47,9,178,25,111,0
8345,chhattisgarh,gariyaband,2012,19,2,1,28,5,6,0
8346,chhattisgarh,grp raipur,2012,2,6,0,5,0,2,0
8347,chhattisgarh,jagdalpur,2012,36,10,0,20,0,8,0
8348,chhattisgarh,janjgir,2012,33,19,11,104,13,123,0
8349,chhattisgarh,jashpur,2012,80,19,2,29,0,31,0
8350,chhattisgarh,kabirdham,2012,22,14,1,58,2,20,0
8351,chhattisgarh,kanker,2012,23,6,2,18,1,19,0
8352,chhattisgarh,kondagaon,2012,11,0,0,4,3,2,0
8353,chhattisgarh,korba,2012,43,15,4,59,7,42,0
8354,chhattisgarh,koriya,2012,42,12,5,86,2,65,0
8355,chhattisgarh,mahasamund,2012,28,37,4,63,4,33,0
8356,chhattisgarh,mungeli,2012,6,13,2,24,3,26,0
8357,chhattisgarh,narayanpur,2012,5,1,0,4,2,0,0
8358,chhattisgarh,raigarh,2012,69,14,6,81,8,55,0
8359,chhattisgarh,raipur,2012,111,14,8,148,38,109,0
8360,chhattisgarh,rajnandgaon,2012,31,7,3,52,7,17,0
8361,chhattisgarh,sarguja,2012,73,18,0,89,1,25,0
8362,chhattisgarh,sukma,2012,1,5,0,2,0,2,0
8363,chhattisgarh,surajpur,2012,74,15,5,74,1,63,0
8365,goa,north goa,2012,26,10,0,29,14,11,0
8366,goa,south goa,2012,29,6,0,20,2,13,0
8368,gujarat,ahmedabad commr.,2012,63,183,11,79,7,1448,0
8369,gujarat,ahmedabad rural,2012,5,67,0,33,0,163,0
8370,gujarat,ahwa-dang,2012,1,1,0,1,1,8,0
8371,gujarat,amreli,2012,10,75,0,20,7,146,0
8372,gujarat,anand,2012,9,53,0,22,1,188,0
8373,gujarat,bharuch,2012,12,22,0,19,1,0,0
8374,gujarat,bhavnagar,2012,13,96,0,30,42,221,0
8375,gujarat,cid crime,2012,1,0,0,0,0,0,0
8376,gujarat,dahod,2012,10,67,0,17,0,7,0
8377,gujarat,gandhinagar,2012,20,26,0,10,1,159,0
8378,gujarat,himatnagar,2012,10,55,0,22,4,249,0
8379,gujarat,jamnagar,2012,22,37,0,40,4,439,0
8380,gujarat,junagadh,2012,15,53,1,37,5,411,0
8381,gujarat,kheda north,2012,18,55,0,22,0,161,0
8382,gujarat,kutch (east(g)),2012,17,23,1,12,0,188,0
8383,gujarat,kutch (west-bhuj),2012,8,17,0,18,0,127,0
8384,gujarat,mehsana,2012,10,54,0,28,1,245,0
8385,gujarat,narmada,2012,7,5,0,3,0,13,0
8386,gujarat,navsari,2012,4,15,0,4,0,114,0
8387,gujarat,palanpur,2012,49,107,0,64,1,349,0
8388,gujarat,panchmahal,2012,5,73,0,36,0,294,0
8389,gujarat,patan,2012,7,31,0,32,1,151,0
8390,gujarat,porbandar,2012,10,7,1,8,0,73,0
8391,gujarat,rajkot commr.,2012,11,50,0,10,3,264,0
8392,gujarat,rajkot rural,2012,20,58,3,26,3,292,0
8393,gujarat,surat commr.,2012,40,66,3,28,0,299,0
8394,gujarat,surat rural,2012,13,30,1,14,2,94,0
8395,gujarat,surendranagar,2012,19,46,0,51,5,124,0
8396,gujarat,tapi,2012,5,3,0,9,0,17,0
8397,gujarat,vadodara commr.,2012,11,57,0,15,4,306,0
8398,gujarat,vadodara rural,2012,15,72,0,23,0,90,0
8399,gujarat,valsad,2012,12,19,0,9,0,15,0
8400,gujarat,w.rly ahmedabad,2012,1,2,0,2,0,2,0
8401,gujarat,w.rly vadodara,2012,0,2,0,1,0,1,0
8403,haryana,ambala rural,2012,11,19,7,12,4,73,0
8404,haryana,ambala urban,2012,21,39,5,23,14,159,0
8405,haryana,bhiwani,2012,28,69,19,45,23,179,0
8406,haryana,faridabad,2012,47,87,8,31,84,197,0
8407,haryana,fatehabad,2012,15,33,4,7,7,125,0
8408,haryana,grp,2012,1,7,5,9,83,1,0
8409,haryana,gurgaon,2012,44,47,15,18,31,150,0
8410,haryana,hissar,2012,44,88,12,39,23,312,0
8411,haryana,jhajjar,2012,20,17,10,19,14,135,0
8412,haryana,jind,2012,34,40,17,27,0,114,0
8413,haryana,kaithal,2012,18,20,6,15,0,127,0
8414,haryana,karnal,2012,63,41,23,50,28,204,0
8415,haryana,kurukshetra,2012,25,30,11,20,27,110,0
8416,haryana,mahendragarh,2012,14,18,10,26,0,78,0
8417,haryana,mewat,2012,50,15,5,15,7,168,0
8418,haryana,palwal,2012,32,47,12,27,0,107,0
8419,haryana,panchkula,2012,18,23,7,13,1,51,0
8420,haryana,panipat,2012,35,67,15,23,12,136,0
8421,haryana,rewari,2012,24,20,12,16,1,102,0
8422,haryana,rohtak,2012,37,23,12,24,40,143,0
8423,haryana,sirsa,2012,30,55,6,25,1,159,0
8424,haryana,sonipat,2012,32,49,30,26,25,185,0
8425,haryana,yamunanagar,2012,25,46,7,15,9,122,0
8427,himachal pradesh,baddipolicedist,2012,12,8,1,7,0,16,0
8428,himachal pradesh,bilaspur,2012,12,5,0,21,12,22,0
8429,himachal pradesh,chamba,2012,10,14,1,9,4,7,0
8430,himachal pradesh,cid,2012,0,0,0,0,0,0,0
8431,himachal pradesh,g.r.p.,2012,0,0,0,0,0,0,0
8432,himachal pradesh,hamirpur,2012,8,2,0,20,5,17,0
8433,himachal pradesh,kangra,2012,26,47,0,45,13,43,0
8434,himachal pradesh,kinnaur,2012,6,2,0,1,0,5,0
8435,himachal pradesh,kullu,2012,22,5,0,22,0,10,0
8436,himachal pradesh,lahaul-spiti,2012,2,0,0,1,0,0,0
8437,himachal pradesh,mandi,2012,28,18,0,49,17,32,0
8438,himachal pradesh,shimla,2012,23,25,0,28,7,23,0
8439,himachal pradesh,sirmaur,2012,17,11,0,24,4,18,0
8440,himachal pradesh,solan,2012,9,8,0,13,1,16,0
8441,himachal pradesh,una,2012,8,7,0,10,5,42,0
8443,jammu & kashmir,anantnag,2012,14,92,0,130,33,4,0
8444,jammu & kashmir,awantipora,2012,4,29,0,11,7,1,0
8445,jammu & kashmir,bandipora,2012,6,45,0,81,5,0,0
8446,jammu & kashmir,baramulla,2012,12,79,0,109,23,13,0
8447,jammu & kashmir,budgam,2012,7,73,0,114,15,5,0
8448,jammu & kashmir,crime jammu,2012,0,0,0,0,0,0,0
8449,jammu & kashmir,crime srinagar,2012,0,0,0,0,0,0,0
8450,jammu & kashmir,doda,2012,16,31,0,23,5,26,0
8451,jammu & kashmir,ganderbal,2012,9,32,0,97,3,2,0
8452,jammu & kashmir,handwara,2012,6,35,0,88,3,2,0
8453,jammu & kashmir,jammu,2012,39,92,5,44,33,67,0
8454,jammu & kashmir,kargil,2012,1,0,0,1,0,0,0
8455,jammu & kashmir,kathua,2012,20,34,1,30,12,14,0
8456,jammu & kashmir,kishtwar,2012,6,23,0,12,1,11,0
8457,jammu & kashmir,kulgam,2012,15,68,0,96,19,2,0
8458,jammu & kashmir,kupwara,2012,15,49,0,53,16,9,0
8459,jammu & kashmir,leh,2012,3,1,0,5,0,0,0
8460,jammu & kashmir,poonch,2012,9,41,0,31,6,14,0
8461,jammu & kashmir,pulwama,2012,3,21,0,8,19,0,0
8462,jammu & kashmir,railways jammu,2012,0,0,0,0,1,0,0
8463,jammu & kashmir,railways kashmir,2012,0,1,0,0,0,0,0
8464,jammu & kashmir,railways katra,2012,0,0,0,0,0,0,0
8465,jammu & kashmir,rajouri,2012,32,54,1,51,11,44,0
8466,jammu & kashmir,ramban,2012,7,22,0,9,6,0,0
8467,jammu & kashmir,reasi,2012,12,18,0,14,6,2,0
8468,jammu & kashmir,samba,2012,8,9,1,10,11,4,0
8469,jammu & kashmir,shopian,2012,3,47,0,29,9,0,0
8470,jammu & kashmir,sopore,2012,7,34,0,55,9,6,0
8471,jammu & kashmir,srinagar,2012,19,89,0,201,82,63,0
8472,jammu & kashmir,udhampur,2012,30,22,0,20,12,12,0
8474,jharkhand,bokaro,2012,46,63,21,4,0,212,0
8475,jharkhand,chaibasa,2012,34,15,6,8,0,20,1
8476,jharkhand,chatra,2012,15,20,8,6,0,18,0
8477,jharkhand,deoghar,2012,38,3,18,35,0,159,0
8478,jharkhand,dhanbad,2012,41,101,49,4,2,89,0
8479,jharkhand,dhanbad rly.,2012,2,2,1,8,0,2,0
8480,jharkhand,dumka,2012,29,26,8,12,0,43,0
8481,jharkhand,garhwa,2012,43,21,21,14,0,68,0
8482,jharkhand,giridih,2012,37,36,32,46,0,104,0
8483,jharkhand,godda,2012,22,42,11,2,0,0,0
8484,jharkhand,gumla,2012,36,44,2,9,0,6,0
8485,jharkhand,hazaribagh,2012,42,49,24,9,0,54,0
8486,jharkhand,jamshedpur,2012,56,91,17,22,3,106,0
8487,jharkhand,jamshedpur rly.,2012,1,1,0,0,0,0,0
8488,jharkhand,jamtara,2012,27,10,5,1,0,72,0
8489,jharkhand,khunti,2012,8,10,1,2,1,0,0
8490,jharkhand,koderma,2012,8,22,13,12,0,29,0
8491,jharkhand,latehar,2012,15,16,4,6,0,10,0
8492,jharkhand,lohardagga,2012,23,18,1,6,0,23,0
8493,jharkhand,pakur,2012,53,18,1,10,0,64,0
8494,jharkhand,palamu,2012,26,30,28,10,0,20,0
8495,jharkhand,ramgarh,2012,26,19,7,10,2,7,0
8496,jharkhand,ranchi,2012,52,53,11,22,1,45,0
8497,jharkhand,sahebganj,2012,65,45,6,11,1,74,2
8498,jharkhand,saraikela,2012,35,14,6,10,0,25,0
8499,jharkhand,simdega,2012,32,17,1,5,0,11,0
8501,karnataka,bagalkot,2012,11,14,6,63,0,72,2
8502,karnataka,bangalore commr.,2012,90,433,51,321,51,524,0
8503,karnataka,bangalore rural,2012,31,41,10,70,0,96,0
8504,karnataka,belgaum,2012,37,34,5,205,9,307,0
8505,karnataka,bellary,2012,18,24,9,48,0,104,0
8506,karnataka,bidar,2012,11,24,10,40,2,99,0
8507,karnataka,bijapur,2012,18,24,4,41,0,128,9
8508,karnataka,cbpura,2012,12,20,12,56,3,36,0
8509,karnataka,chamarajnagar,2012,9,8,2,64,0,62,1
8510,karnataka,chickmagalur,2012,11,7,4,70,2,89,4
8511,karnataka,chitradurga,2012,26,34,6,140,0,75,0
8512,karnataka,dakshin kannada,2012,12,9,2,35,8,42,0
8513,karnataka,davanagere,2012,17,20,8,117,0,119,0
8514,karnataka,dharwad commr.,2012,6,42,2,16,0,65,0
8515,karnataka,dharwad rural,2012,5,3,0,38,0,24,0
8516,karnataka,gadag,2012,6,12,2,59,0,47,0
8517,karnataka,gulbarga,2012,29,39,10,132,0,151,0
8518,karnataka,hassan,2012,21,19,5,120,1,155,0
8519,karnataka,haveri,2012,12,0,3,72,0,68,0
8520,karnataka,k.g.f.,2012,10,0,2,10,0,19,0
8521,karnataka,kodagu,2012,12,3,2,25,0,43,0
8522,karnataka,kolar,2012,18,14,1,37,0,34,0
8523,karnataka,koppal,2012,7,0,0,17,0,87,0
8524,karnataka,mandya,2012,35,39,9,149,1,204,1
8525,karnataka,mangalore city,2012,12,4,1,29,1,48,3
8526,karnataka,mysore commr.,2012,12,10,6,22,0,32,12
8527,karnataka,mysore rural,2012,28,47,1,163,0,158,0
8528,karnataka,raichur,2012,19,25,1,141,0,190,0
8529,karnataka,railways,2012,2,1,2,2,1,0,0
8530,karnataka,ramanagar,2012,16,53,17,112,0,73,0
8531,karnataka,shimoga,2012,14,24,6,158,3,222,0
8532,karnataka,tumkur,2012,33,10,18,171,0,132,0
8533,karnataka,udupi,2012,5,3,0,41,1,38,0
8534,karnataka,uttar kannada,2012,7,10,1,97,8,78,0
8535,karnataka,yadgiri,2012,9,20,0,97,9,63,0
8537,kerala,alapuzha,2012,44,15,1,250,14,294,0
8538,kerala,ernakulam commr.,2012,28,5,0,108,16,127,0
8539,kerala,ernakulam rural,2012,59,9,0,162,25,216,0
8540,kerala,idukki,2012,53,10,2,189,10,219,0
8541,kerala,kannur,2012,66,18,0,183,12,391,0
8542,kerala,kasargod,2012,89,10,3,156,15,205,0
8543,kerala,kollam commr.,2012,46,18,4,171,41,336,0
8544,kerala,kollam rural,2012,49,14,1,270,20,326,0
8545,kerala,kottayam,2012,55,17,1,265,55,255,0
8546,kerala,kozhikode commr.,2012,36,3,0,103,83,144,0
8547,kerala,kozhikode rural,2012,42,13,0,153,15,313,0
8548,kerala,malappuram,2012,97,3,2,221,21,668,0
8549,kerala,palakkad,2012,68,9,5,146,11,401,0
8550,kerala,pathanamthitta,2012,32,16,2,137,8,162,0
8551,kerala,railways,2012,0,1,0,46,12,0,0
8552,kerala,thrissur commr.,2012,35,9,0,111,32,146,0
8553,kerala,thrissur rural,2012,46,9,2,218,36,361,0
8554,kerala,trivandrum commr.,2012,41,16,0,226,19,159,0
8555,kerala,trivandrum rural,2012,97,10,8,541,38,398,0
8556,kerala,wayanadu,2012,36,9,1,79,15,95,0
8558,madhya pradesh,alirajpur,2012,22,12,0,31,1,2,0
8559,madhya pradesh,anuppur,2012,62,8,12,80,6,53,0
8560,madhya pradesh,ashok nagar,2012,50,5,10,62,1,21,0
8561,madhya pradesh,balaghat,2012,78,7,6,113,11,63,0
8562,madhya pradesh,barwani,2012,50,8,2,72,5,13,0
8563,madhya pradesh,betul,2012,118,10,11,151,15,57,0
8564,madhya pradesh,bhind,2012,49,25,40,83,7,50,0
8565,madhya pradesh,bhopal,2012,143,49,19,244,52,254,0
8566,madhya pradesh,bhopal rly.,2012,4,1,0,14,1,3,0
8567,madhya pradesh,burhanpur,2012,23,5,2,42,22,47,0
8568,madhya pradesh,chhatarpur,2012,62,39,26,172,0,68,0
8569,madhya pradesh,chhindwara,2012,122,19,18,202,41,108,0
8570,madhya pradesh,damoh,2012,50,27,20,165,0,108,0
8571,madhya pradesh,datiya,2012,23,20,8,61,0,25,0
8572,madhya pradesh,dewas,2012,70,29,19,146,31,130,0
8573,madhya pradesh,dhar,2012,81,45,39,173,16,69,0
8574,madhya pradesh,dindori,2012,40,6,5,80,6,39,0
8575,madhya pradesh,guna,2012,60,25,8,131,11,34,0
8576,madhya pradesh,gwalior,2012,85,75,35,158,13,202,0
8577,madhya pradesh,harda,2012,26,10,7,51,4,16,0
8578,madhya pradesh,hoshangabad,2012,69,27,12,129,21,57,0
8579,madhya pradesh,indore,2012,173,42,24,405,114,448,0
8580,madhya pradesh,indore rly.,2012,3,3,0,3,1,0,0
8581,madhya pradesh,jabalpur,2012,127,45,33,253,43,219,0
8582,madhya pradesh,jabalpur rly.,2012,3,0,0,13,1,0,0
8583,madhya pradesh,jhabua,2012,62,17,0,92,0,24,0
8584,madhya pradesh,katni,2012,58,14,12,146,14,46,0
8585,madhya pradesh,khandwa,2012,66,5,6,136,6,34,0
8586,madhya pradesh,khargon,2012,67,20,30,133,22,45,0
8587,madhya pradesh,mandla,2012,75,8,3,94,12,40,0
8588,madhya pradesh,mandsaur,2012,49,28,6,100,6,78,1
8589,madhya pradesh,morena,2012,32,29,29,107,3,94,0
8590,madhya pradesh,narsinghpur,2012,71,14,16,158,31,79,0
8591,madhya pradesh,neemuch,2012,25,10,4,43,13,42,0
8592,madhya pradesh,panna,2012,34,4,18,72,10,31,0
8593,madhya pradesh,raisen,2012,92,16,22,158,0,72,0
8594,madhya pradesh,rajgarh,2012,90,47,6,181,25,50,0
8595,madhya pradesh,ratlam,2012,72,25,13,128,11,85,0
8596,madhya pradesh,rewa,2012,92,35,39,115,7,101,0
8597,madhya pradesh,sagar,2012,125,61,34,441,22,145,0
8598,madhya pradesh,satna,2012,89,25,17,138,7,121,0
8599,madhya pradesh,seoni,2012,65,8,11,100,7,24,0
8600,madhya pradesh,shahdol,2012,81,27,13,133,7,141,0
8601,madhya pradesh,shajapur,2012,67,17,7,102,15,42,0
8602,madhya pradesh,sheopur,2012,17,4,5,40,0,29,0
8603,madhya pradesh,shivpuri,2012,104,22,9,148,19,67,0
8604,madhya pradesh,sidhi,2012,48,38,18,84,5,59,0
8605,madhya pradesh,sihore,2012,69,14,10,100,13,47,1
8606,madhya pradesh,singrauli,2012,32,33,13,87,6,63,0
8607,madhya pradesh,tikamgarh,2012,61,8,16,124,7,27,4
8608,madhya pradesh,ujjain,2012,73,31,11,180,53,202,0
8609,madhya pradesh,umariya,2012,22,2,0,68,7,17,0
8610,madhya pradesh,vidisha,2012,94,23,19,213,23,97,0
8612,maharashtra,ahmednagar,2012,61,49,23,147,1,576,0
8613,maharashtra,akola,2012,19,19,4,92,40,87,0
8614,maharashtra,amravati commr.,2012,20,16,1,53,14,74,0
8615,maharashtra,amravati rural,2012,64,17,3,154,42,139,0
8616,maharashtra,aurangabad commr.,2012,23,18,4,79,28,120,0
8617,maharashtra,aurangabad rural,2012,25,10,18,77,25,298,0
8618,maharashtra,beed,2012,42,21,8,81,9,378,0
8619,maharashtra,bhandara,2012,26,8,3,36,33,59,0
8620,maharashtra,buldhana,2012,29,28,27,107,35,193,0
8621,maharashtra,chandrapur,2012,44,29,4,119,79,125,0
8622,maharashtra,dhule,2012,30,14,4,39,2,207,0
8623,maharashtra,gadchiroli,2012,18,6,0,30,5,12,0
8624,maharashtra,gondia,2012,38,10,0,47,18,42,0
8625,maharashtra,hingoli,2012,13,5,6,33,3,88,0
8626,maharashtra,jalgaon,2012,45,39,1,134,51,409,0
8627,maharashtra,jalna,2012,25,18,36,89,9,303,0
8628,maharashtra,kolhapur,2012,48,22,17,66,32,148,0
8629,maharashtra,latur,2012,21,32,4,61,0,212,0
8630,maharashtra,mumbai commr.,2012,232,141,11,614,235,388,0
8631,maharashtra,mumbai rly.,2012,1,5,1,21,3,0,0
8632,maharashtra,nagpur commr.,2012,57,39,6,84,53,166,0
8633,maharashtra,nagpur rly.,2012,1,2,0,4,4,3,0
8634,maharashtra,nagpur rural,2012,29,15,7,82,20,76,0
8635,maharashtra,nanded,2012,48,32,25,71,5,421,0
8636,maharashtra,nandurbar,2012,19,8,0,22,4,78,0
8637,maharashtra,nasik commr.,2012,20,13,3,36,16,147,0
8638,maharashtra,nasik rural,2012,46,20,17,98,26,319,0
8639,maharashtra,navi mumbai,2012,36,11,3,64,25,91,0
8640,maharashtra,osmanabad,2012,38,21,2,86,12,175,0
8641,maharashtra,parbhani,2012,28,13,3,68,9,242,0
8642,maharashtra,pune commr.,2012,85,77,9,120,85,215,0
8643,maharashtra,pune rly.,2012,2,1,0,3,0,0,0
8644,maharashtra,pune rural,2012,92,51,12,128,59,221,0
8645,maharashtra,raigad,2012,21,3,19,37,9,40,0
8646,maharashtra,ratnagiri,2012,11,3,2,31,17,38,0
8647,maharashtra,sangli,2012,33,23,8,57,15,64,0
8648,maharashtra,satara,2012,43,25,0,78,29,166,0
8649,maharashtra,sindhudurg,2012,9,5,0,20,17,11,0
8650,maharashtra,solapur commr.,2012,25,21,1,31,10,53,0
8651,maharashtra,solapur rural,2012,67,24,3,58,40,151,0
8652,maharashtra,thane commr.,2012,107,77,4,203,28,330,0
8653,maharashtra,thane rural,2012,63,37,6,155,32,111,0
8654,maharashtra,wardha,2012,40,25,0,93,30,59,0
8655,maharashtra,washim,2012,31,27,6,84,19,133,0
8656,maharashtra,yavatmal,2012,64,60,18,143,66,247,0
8658,manipur,bishnupur,2012,11,7,0,3,0,4,0
8659,manipur,chandel,2012,0,1,0,1,0,0,0
