,state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
2892,andhra pradesh,adilabad,2005,53,46,21,144,77,280,0
2893,andhra pradesh,anantapur,2005,16,30,12,173,57,137,0
2894,andhra pradesh,chittoor,2005,35,58,9,91,223,202,0
2895,andhra pradesh,cuddapah,2005,21,31,7,116,18,95,0
2896,andhra pradesh,cyberabad,2005,44,58,34,119,96,701,3
2897,andhra pradesh,east godavari,2005,27,3,15,102,119,368,0
2898,andhra pradesh,guntakal rly.,2005,0,1,4,1,0,0,0
2899,andhra pradesh,guntur,2005,55,56,16,166,203,366,0
2900,andhra pradesh,hyderabad city,2005,67,70,27,119,348,1309,0
2901,andhra pradesh,karimnagar,2005,84,91,52,328,143,839,0
2902,andhra pradesh,khammam,2005,21,40,14,150,240,313,0
2903,andhra pradesh,krishna,2005,27,26,11,209,104,337,0
2904,andhra pradesh,kurnool,2005,29,30,9,221,124,233,0
2905,andhra pradesh,mahaboobnagar,2005,62,47,17,140,7,237,0
2906,andhra pradesh,medak,2005,36,27,28,88,35,209,0
2907,andhra pradesh,nalgonda,2005,49,31,30,223,95,344,0
2908,andhra pradesh,nellore,2005,33,65,11,205,84,166,0
2909,andhra pradesh,nizamabad,2005,26,32,16,88,41,410,0
2910,andhra pradesh,prakasham,2005,27,43,7,169,27,156,0
2911,andhra pradesh,ranga reddy,2005,15,14,22,45,13,119,0
2912,andhra pradesh,secunderabad rly.,2005,0,0,2,1,1,0,0
2913,andhra pradesh,srikakulam,2005,15,16,9,51,40,137,0
2914,andhra pradesh,vijayawada,2005,32,49,8,64,122,296,0
2915,andhra pradesh,vijayawada rly.,2005,0,0,0,2,0,0,0
2916,andhra pradesh,visakha rural,2005,18,8,7,36,9,153,0
2917,andhra pradesh,visakhapatnam,2005,28,15,2,45,86,361,0
2918,andhra pradesh,vizianagaram,2005,12,9,7,41,28,186,0
2919,andhra pradesh,warangal,2005,34,64,29,226,50,332,0
2920,andhra pradesh,west godavari,2005,69,35,17,232,118,410,0
2922,arunachal pradesh,changlang,2005,2,5,0,1,0,1,0
2923,arunachal pradesh,dibang valley,2005,0,4,0,5,0,0,0
2924,arunachal pradesh,k/kumey,2005,1,2,0,0,0,0,0
2925,arunachal pradesh,kameng east,2005,2,3,0,5,0,2,0
2926,arunachal pradesh,kameng west,2005,0,1,0,2,0,0,0
2927,arunachal pradesh,lohit,2005,3,4,0,7,0,1,0
2928,arunachal pradesh,papum pare,2005,6,7,0,4,0,2,0
2929,arunachal pradesh,siang east,2005,13,5,0,15,0,1,0
2930,arunachal pradesh,siang upper,2005,2,1,0,8,0,0,0
2931,arunachal pradesh,siang west,2005,3,4,0,5,0,0,0
2932,arunachal pradesh,subansiri lower,2005,0,3,0,4,0,0,0
2933,arunachal pradesh,subansiri upper,2005,2,0,0,5,0,1,0
2934,arunachal pradesh,tawang,2005,1,0,0,1,0,1,0
2935,arunachal pradesh,tirap,2005,0,0,0,5,0,0,0
