state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
andhra pradesh,adilabad,2001,50,30,16,149,34,175,0
andhra pradesh,anantapur,2001,23,30,7,118,24,154,0
andhra pradesh,chittoor,2001,27,34,14,112,83,186,0
andhra pradesh,cuddapah,2001,20,20,17,126,38,57,0
andhra pradesh,east godavari,2001,23,26,12,109,58,247,0
andhra pradesh,guntakal rly.,2001,0,0,0,1,0,0,0
andhra pradesh,guntur,2001,54,51,7,139,129,378,0
andhra pradesh,hyderabad city,2001,37,39,24,118,27,746,0
andhra pradesh,karimnagar,2001,56,49,62,414,81,224,0
andhra pradesh,khammam,2001,47,30,17,180,336,172,0
andhra pradesh,krishna,2001,37,21,10,208,72,265,0
andhra pradesh,kurnool,2001,29,47,13,141,107,92,0
andhra pradesh,mahaboobnagar,2001,59,27,14,176,41,69,0
andhra pradesh,medak,2001,35,20,26,100,25,192,0
andhra pradesh,nalgonda,2001,35,19,31,188,59,214,0
andhra pradesh,nellore,2001,46,80,10,207,228,287,0
andhra pradesh,nizamabad,2001,21,21,19,55,15,228,0
andhra pradesh,prakasham,2001,19,12,5,140,100,119,0
andhra pradesh,ranga reddy,2001,72,83,37,113,55,421,7
andhra pradesh,secunderabad rly.,2001,0,0,1,0,1,0,0
andhra pradesh,srikakulam,2001,8,12,6,38,47,108,0
andhra pradesh,vijayawada,2001,25,48,2,84,122,520,0
andhra pradesh,vijayawada rly.,2001,1,0,0,1,1,0,0
andhra pradesh,visakha rural,2001,12,12,3,67,48,99,0
andhra pradesh,visakhapatnam,2001,13,6,0,33,462,204,0
andhra pradesh,vizianagaram,2001,8,2,0,40,22,121,0
andhra pradesh,warangal,2001,53,25,52,241,0,165,0
andhra pradesh,west godavari,2001,61,21,15,246,56,348,0
arunachal pradesh,changlang,2001,1,2,0,3,0,0,0
arunachal pradesh,dibang valley,2001,2,4,0,4,0,2,0
arunachal pradesh,kameng east,2001,2,5,0,5,0,0,0
arunachal pradesh,kameng west,2001,0,2,0,0,0,0,0
arunachal pradesh,lohit,2001,2,6,0,8,0,0,0
arunachal pradesh,papum pare,2001,9,5,0,6,0,3,0
arunachal pradesh,siang east,2001,5,7,0,7,0,2,0
arunachal pradesh,siang upper,2001,2,5,0,3,0,0,0
arunachal pradesh,siang west,2001,4,10,0,25,2,2,0
arunachal pradesh,subansiri lower,2001,2,5,0,4,0,0,0
arunachal pradesh,subansiri upper,2001,2,1,0,8,0,2,0
arunachal pradesh,tawang,2001,1,0,0,5,1,0,0
arunachal pradesh,tirap,2001,1,3,0,0,0,0,0
assam,barpeta,2001,28,88,10,29,0,95,0
assam,bongaigaon,2001,20,21,1,22,0,26,0
assam,c.i.d.,2001,0,0,0,0,0,0,0
assam,cachar,2001,45,74,7,80,0,216,0
assam,darrang,2001,48,47,9,56,0,37,0
assam,dhemaji,2001,42,20,0,26,0,0,0
assam,dhubri,2001,43,51,5,49,0,111,0
assam,dibrugarh,2001,35,37,3,41,0,19,0
assam,g.r.p.,2001,1,0,0,0,0,0,0
assam,goalpara,2001,35,35,1,54,0,64,0
assam,golaghat,2001,30,40,0,23,0,26,0
assam,guwahati city,2001,37,64,5,67,0,98,0
assam,hailakandi,2001,24,34,2,27,0,28,0
assam,jorhat,2001,42,28,2,44,0,48,0
assam,kamrup,2001,21,65,2,42,0,27,0
assam,karbi anglong,2001,5,15,4,5,0,8,0
assam,karimganj,2001,33,8,1,9,0,30,0
assam,kokrajhar,2001,14,12,0,37,0,20,0
assam,lakhimpur,2001,64,62,0,22,0,93,0
assam,morigaon,2001,23,37,0,6,0,28,0
assam,n.c.hills,2001,2,4,0,2,0,7,0
assam,nagaon,2001,51,109,1,113,4,132,0
assam,nalbari,2001,30,27,3,16,0,15,0
assam,r.p.o.,2001,3,0,0,0,0,0,0
assam,sibsagar,2001,47,64,0,28,0,0,0
assam,sonitpur,2001,53,80,1,43,0,99,0
assam,tinsukia,2001,41,48,2,9,0,21,0
bihar,araria,2001,93,13,11,3,0,50,0
bihar,arwal,2001,0,0,7,11,0,14,0
bihar,aurangabad,2001,16,4,33,13,2,19,0
bihar,bagaha,2001,25,6,0,4,0,2,0
bihar,banka,2001,34,10,9,0,0,16,0
bihar,begusarai,2001,13,7,21,32,0,21,0
bihar,bettiah,2001,20,23,17,23,0,54,8
bihar,bhabhua,2001,10,12,8,7,0,22,0
bihar,bhagalpur,2001,35,9,20,15,0,52,0
bihar,bhojpur,2001,22,13,23,0,4,29,0
bihar,buxar,2001,8,1,15,0,0,0,0
bihar,darbhanga,2001,19,16,37,40,0,34,0
bihar,gaya,2001,25,15,26,27,0,24,0
bihar,gopalganj,2001,13,18,22,0,2,155,0
bihar,jamalpur rly.,2001,1,0,0,1,0,1,0
bihar,jamui,2001,10,1,16,8,0,15,0
bihar,jehanabad,2001,6,5,25,0,0,4,0
bihar,katihar,2001,51,20,6,6,0,29,0
bihar,katihar rly.,2001,0,1,0,2,0,0,0
bihar,khagaria,2001,5,6,11,6,0,2,0
bihar,kishanganj,2001,22,16,4,2,1,39,0
bihar,lakhisarai,2001,10,7,6,12,0,5,0
bihar,madhepura,2001,11,15,6,3,0,10,0
bihar,madhubani,2001,13,11,12,41,0,18,0
bihar,motihari,2001,44,35,37,3,1,47,0
bihar,munger,2001,11,15,8,0,0,39,0
bihar,muzaffarpur,2001,73,25,69,81,0,141,6
bihar,muzaffarpur rly.,2001,2,1,0,4,0,1,0
bihar,nalanda,2001,40,12,47,14,2,54,0
bihar,naugachia,2001,7,9,4,0,0,5,0
bihar,nawadah,2001,15,1,17,7,0,13,1
bihar,patna,2001,27,11,90,47,0,152,39
bihar,patna rly.,2001,1,1,0,9,0,0,0
bihar,purnea,2001,39,23,8,5,0,22,0
bihar,rohtas,2001,25,18,36,21,0,59,0
bihar,saharsa,2001,12,10,7,9,0,12,0
bihar,samastipur,2001,19,29,11,17,9,35,29
bihar,saran,2001,20,15,67,22,0,101,0
bihar,sheikhpura,2001,3,1,9,0,0,32,0
bihar,sheohar,2001,11,7,3,0,0,2,0
bihar,sitamarhi,2001,23,20,13,1,0,21,0
bihar,siwan,2001,4,26,32,6,0,10,0
bihar,supaul,2001,30,2,7,8,0,18,0
bihar,vaishali,2001,20,28,59,52,0,179,0
chhattisgarh,balrampur,2001,17,1,1,18,0,7,0
chhattisgarh,bilaspur,2001,69,20,7,180,10,94,0
chhattisgarh,bizapur,2001,4,0,0,1,0,0,0
chhattisgarh,dantewara,2001,19,8,1,18,1,3,0
chhattisgarh,dhamtari,2001,22,4,1,41,5,6,0
chhattisgarh,durg,2001,144,42,12,287,38,231,0
chhattisgarh,grp raipur,2001,0,0,0,4,0,1,0
chhattisgarh,jagdalpur,2001,59,4,3,49,2,14,0
chhattisgarh,janjgir,2001,29,6,9,110,13,116,0
chhattisgarh,jashpur,2001,36,2,2,41,1,4,0
chhattisgarh,kanker,2001,42,4,1,36,3,10,0
chhattisgarh,kawardha,2001,35,0,1,45,4,15,0
chhattisgarh,korba,2001,46,13,1,90,7,31,0
chhattisgarh,koriya,2001,34,7,3,102,2,31,0
chhattisgarh,mahasamund,2001,43,7,6,69,6,21,0
chhattisgarh,raigarh,2001,53,6,2,104,5,22,0
chhattisgarh,raipur,2001,104,28,16,253,42,121,0
chhattisgarh,rajnandgaon,2001,58,3,3,92,12,51,0
chhattisgarh,sarguja,2001,145,16,1,223,10,62,0
goa,north goa,2001,4,1,2,12,2,6,0
goa,south goa,2001,8,5,0,5,5,5,0
gujarat,ahmedabad commr.,2001,39,117,7,54,27,530,0
gujarat,ahmedabad rural,2001,5,27,0,26,0,84,0
gujarat,ahwa-dang,2001,1,1,0,2,0,2,0
gujarat,amreli,2001,2,34,2,21,0,94,0
gujarat,anand,2001,3,28,0,27,3,210,0
gujarat,bharuch,2001,4,34,0,19,0,56,0
gujarat,bhavnagar,2001,9,51,2,36,7,129,0
gujarat,dahod,2001,5,15,0,17,0,11,0
gujarat,gandhinagar,2001,4,12,3,37,7,116,0
gujarat,himatnagar,2001,17,29,4,51,0,165,0
gujarat,jamnagar,2001,20,22,2,18,2,163,0
gujarat,junagadh,2001,14,39,11,44,8,384,0
gujarat,kheda north,2001,11,30,0,43,0,122,0
gujarat,kutch,2001,2,22,2,25,1,176,0
gujarat,mehsana,2001,4,49,5,47,1,188,0
gujarat,narmada,2001,8,8,0,7,1,9,0
gujarat,navsari,2001,2,5,0,6,0,17,0
gujarat,palanpur,2001,18,35,2,50,2,152,0
gujarat,panchmahal,2001,5,46,0,1,23,43,0
gujarat,patan,2001,3,21,0,23,0,78,0
gujarat,porbandar,2001,6,5,0,10,0,64,0
gujarat,rajkot commr.,2001,5,38,3,19,12,199,0
gujarat,rajkot rural,2001,20,35,2,45,3,206,0
gujarat,surat commr.,2001,11,37,20,10,1,132,0
gujarat,surat rural,2001,26,16,0,11,0,34,0
gujarat,surendranagar,2001,11,24,2,45,3,75,0
gujarat,vadodara commr.,2001,3,32,0,11,10,90,0
gujarat,vadodara rural,2001,18,34,0,34,0,81,0
gujarat,valsad,2001,9,11,0,10,0,50,0
gujarat,w.rly,2001,1,0,0,7,0,7,0
haryana,ambala,2001,11,32,11,27,0,132,0
haryana,bhiwani,2001,10,7,33,17,0,43,0
haryana,faridabad,2001,37,53,19,47,242,108,0
haryana,fatehabad,2001,17,13,17,17,0,93,0
haryana,grp,2001,0,2,5,1,26,0,0
haryana,gurgaon,2001,32,32,17,21,21,136,0
haryana,hissar,2001,10,18,24,33,0,117,0
haryana,jhajjar,2001,21,8,20,42,13,122,0
haryana,jind,2001,21,8,11,22,29,67,0
haryana,kaithal,2001,16,8,9,19,0,105,0
haryana,karnal,2001,44,10,18,28,2,97,0
haryana,kurukshetra,2001,31,14,10,28,8,68,0
haryana,mahendragarh,2001,11,8,8,19,0,23,0
haryana,panchkula,2001,6,15,4,23,10,43,0
haryana,panipat,2001,38,10,11,16,11,92,0
haryana,rewari,2001,11,11,12,17,0,14,0
haryana,rohtak,2001,28,6,17,26,20,41,0
haryana,sirsa,2001,17,7,12,23,0,98,0
haryana,sonipat,2001,15,12,18,22,14,51,0
haryana,yamunanagar,2001,22,23,9,30,5,63,0
himachal pradesh,bilaspur,2001,5,9,1,35,1,47,0
himachal pradesh,chamba,2001,12,15,0,23,1,21,0
himachal pradesh,g.r.p.,2001,0,0,0,0,0,0,0
himachal pradesh,hamirpur,2001,3,3,1,17,2,33,0
himachal pradesh,kangra,2001,18,21,1,43,0,58,0
himachal pradesh,kinnaur,2001,6,3,0,4,0,2,0
himachal pradesh,kullu,2001,13,6,0,12,0,2,0
himachal pradesh,lahaul-spiti,2001,2,1,0,0,0,1,0
himachal pradesh,mandi,2001,16,10,0,59,4,56,0
himachal pradesh,shimla,2001,18,11,2,50,1,31,0
himachal pradesh,sirmaur,2001,10,11,3,33,4,22,0
himachal pradesh,solan,2001,12,10,2,23,1,24,0
himachal pradesh,una,2001,9,5,0,11,0,20,0
jammu & kashmir,anantnag,2001,6,36,0,53,12,0,0
jammu & kashmir,awantipora,2001,1,13,0,8,2,0,0
jammu & kashmir,baramulla,2001,28,59,0,93,14,0,0
jammu & kashmir,border,2001,12,10,0,15,5,3,0
jammu & kashmir,budgam,2001,7,34,0,35,9,0,0
jammu & kashmir,crime jammu,2001,0,0,0,0,0,0,0
jammu & kashmir,crime srinagar,2001,0,0,0,0,0,0,0
jammu & kashmir,doda,2001,7,15,0,6,2,1,0
jammu & kashmir,ganderbal,2001,5,31,0,30,4,0,0
jammu & kashmir,jammu,2001,13,43,5,40,94,26,0
jammu & kashmir,kargil,2001,0,1,0,1,0,0,0
jammu & kashmir,kathua,2001,13,10,3,14,4,1,0
jammu & kashmir,kulgam,2001,6,31,0,7,11,0,0
jammu & kashmir,kupwara,2001,6,29,0,62,2,0,0
jammu & kashmir,leh,2001,0,1,0,1,0,0,0
jammu & kashmir,poonch,2001,13,10,0,4,6,2,0
jammu & kashmir,pulwama,2001,7,33,0,19,12,0,0
jammu & kashmir,railways,2001,0,0,0,0,0,0,0
jammu & kashmir,rajouri,2001,17,20,3,7,6,6,0
jammu & kashmir,ramban,2001,3,3,0,3,2,0,0
jammu & kashmir,reasi,2001,7,9,0,5,4,0,0
jammu & kashmir,srinagar,2001,8,102,0,207,88,2,0
jammu & kashmir,udhampur,2001,10,14,2,12,11,9,0
jharkhand,bokaro,2001,26,32,25,24,2,45,0
jharkhand,chaibasa,2001,32,10,0,6,0,0,0
jharkhand,chatra,2001,6,3,7,0,0,6,0
jharkhand,deoghar,2001,22,0,10,13,1,10,0
jharkhand,dhanbad,2001,32,45,30,47,0,18,0
jharkhand,dhanbad rly.,2001,2,0,0,0,0,0,0
jharkhand,dumka,2001,27,0,3,20,0,23,0
jharkhand,garhwa,2001,11,2,15,0,0,5,0
jharkhand,giridih,2001,42,10,30,13,0,57,0
jharkhand,godda,2001,37,26,1,0,0,0,0
jharkhand,gumla,2001,29,11,0,2,0,10,1
jharkhand,hazaribagh,2001,41,31,31,15,0,18,0
jharkhand,jamshedpur,2001,50,51,6,58,0,88,0
jharkhand,jamshedpur rly.,2001,1,0,0,1,0,0,0
jharkhand,jamtara,2001,18,11,5,13,0,20,0
jharkhand,koderma,2001,2,2,11,8,1,29,0
jharkhand,latehar,2001,12,2,6,0,0,0,0
jharkhand,lohardagga,2001,12,8,0,4,0,10,0
jharkhand,pakur,2001,23,0,7,0,0,18,0
jharkhand,palamu,2001,15,2,18,8,0,28,1
jharkhand,ranchi,2001,73,1,4,24,1,78,0
jharkhand,sahebganj,2001,20,5,3,23,0,21,0
jharkhand,saraikela,2001,17,15,4,18,0,0,0
jharkhand,simdega,2001,17,12,1,0,0,0,0
karnataka,bagalkot,2001,2,7,1,39,0,50,0
karnataka,bangalore commr.,2001,40,56,40,223,51,229,0
karnataka,bangalore rural,2001,13,10,30,90,0,123,0
karnataka,belgaum,2001,8,12,4,62,0,125,0
karnataka,bellary,2001,16,11,5,82,0,49,0
karnataka,bidar,2001,7,10,2,90,3,51,0
karnataka,bijapur,2001,6,19,1,65,0,92,0
karnataka,chamarajnagar,2001,4,5,7,43,0,15,0
karnataka,chickmagalur,2001,8,7,4,57,8,83,0
karnataka,chitradurga,2001,18,0,2,48,0,35,0
karnataka,dakshin kannada,2001,3,6,1,24,0,25,0
karnataka,davanagere,2001,22,13,8,84,5,77,0
karnataka,dharwad commr.,2001,4,4,2,3,0,24,0
karnataka,dharwad rural,2001,3,2,3,8,0,8,0
karnataka,gadag,2001,2,2,3,10,0,18,0
karnataka,gulbarga,2001,20,21,6,143,1,104,0
karnataka,hassan,2001,20,0,4,75,1,68,0
karnataka,haveri,2001,3,11,5,42,0,32,0
karnataka,k.g.f.,2001,1,7,4,12,0,20,0
karnataka,kodagu,2001,4,4,4,22,0,14,0
karnataka,kolar,2001,17,18,18,42,0,39,0
karnataka,koppal,2001,6,12,5,40,1,23,0
karnataka,mandya,2001,15,1,7,50,0,72,0
karnataka,mysore commr.,2001,2,7,9,8,1,48,0
karnataka,mysore rural,2001,12,4,6,79,2,51,0
karnataka,raichur,2001,12,5,1,63,4,52,0
karnataka,railways,2001,1,0,1,0,0,0,0
karnataka,shimoga,2001,12,10,6,65,0,134,0
karnataka,tumkur,2001,6,4,28,53,0,44,0
karnataka,udupi,2001,2,0,0,16,2,16,0
karnataka,uttar kannada,2001,4,3,3,27,2,34,0
kerala,alapuzha,2001,21,6,1,162,2,105,0
kerala,cbcid,2001,2,0,0,0,0,4,0
kerala,ernakulam,2001,38,7,3,162,3,161,0
kerala,idukki,2001,34,0,0,145,16,127,0
kerala,kannur,2001,42,7,0,77,7,157,0
kerala,kasargod,2001,28,1,0,0,0,66,0
kerala,kollam,2001,55,9,3,235,0,315,0
kerala,kottayam,2001,22,12,2,125,8,82,0
kerala,kozhikode,2001,39,10,2,118,8,319,0
kerala,malappuram,2001,71,4,3,92,3,448,0
kerala,palakkad,2001,63,10,5,112,10,215,0
kerala,pathanamthitta,2001,12,0,0,90,3,95,0
kerala,railways,2001,1,0,0,0,0,0,0
kerala,thrissur,2001,42,9,2,223,16,198,0
kerala,trivandrum,2001,57,21,6,345,2,210,0
kerala,wayanadu,2001,35,1,0,56,3,59,0
madhya pradesh,balaghat,2001,87,11,3,157,12,72,0
madhya pradesh,barwani,2001,34,2,5,81,9,18,0
madhya pradesh,betul,2001,95,16,7,135,4,71,0
madhya pradesh,bhind,2001,31,20,34,80,2,54,0
madhya pradesh,bhopal,2001,106,48,15,252,56,132,0
madhya pradesh,bhopal rly.,2001,1,2,0,10,3,0,0
madhya pradesh,chhatarpur,2001,65,23,20,193,10,46,0
madhya pradesh,chhindwara,2001,93,16,10,203,32,109,0
madhya pradesh,damoh,2001,66,10,28,189,0,58,0
madhya pradesh,datiya,2001,12,8,8,57,0,18,0
madhya pradesh,dewas,2001,78,11,15,279,80,96,0
madhya pradesh,dhar,2001,68,18,41,168,21,88,0
madhya pradesh,dindori,2001,20,2,0,53,6,4,0
madhya pradesh,guna,2001,124,15,7,317,22,95,0
madhya pradesh,gwalior,2001,59,22,20,139,8,49,0
madhya pradesh,harda,2001,28,2,9,35,0,27,0
madhya pradesh,hoshangabad,2001,65,13,9,109,6,31,0
madhya pradesh,indore,2001,84,35,25,215,63,161,0
madhya pradesh,indore rly.,2001,2,0,0,5,1,0,0
madhya pradesh,jabalpur,2001,108,20,28,264,50,81,0
madhya pradesh,jabalpur rly.,2001,0,0,1,4,0,0,0
madhya pradesh,jhabua,2001,44,80,5,127,4,24,0
madhya pradesh,katni,2001,25,3,11,106,12,59,0
madhya pradesh,khandwa,2001,63,12,11,184,15,49,0
madhya pradesh,khargon,2001,47,14,5,164,29,21,0
madhya pradesh,mandla,2001,64,9,4,151,19,46,0
madhya pradesh,mandsaur,2001,41,8,4,102,11,30,0
madhya pradesh,morena,2001,35,18,29,77,2,34,0
madhya pradesh,narsinghpur,2001,70,4,22,156,16,40,0
madhya pradesh,neemuch,2001,37,7,1,83,18,62,0
madhya pradesh,panna,2001,44,10,19,104,2,31,0
madhya pradesh,raisen,2001,79,9,20,194,31,50,0
madhya pradesh,rajgarh,2001,95,9,7,196,26,49,0
madhya pradesh,ratlam,2001,70,13,4,125,28,53,0
madhya pradesh,rewa,2001,31,18,18,105,2,56,0
madhya pradesh,sagar,2001,141,16,29,509,0,142,0
madhya pradesh,satna,2001,58,5,19,157,6,65,0
madhya pradesh,seoni,2001,52,2,10,106,23,25,0
madhya pradesh,shahdol,2001,63,13,9,216,3,87,0
madhya pradesh,shajapur,2001,90,8,8,153,36,65,0
madhya pradesh,sheopur,2001,21,3,6,52,0,14,0
madhya pradesh,shivpuri,2001,72,11,14,172,2,26,0
madhya pradesh,sidhi,2001,42,30,27,105,2,66,0
madhya pradesh,sihore,2001,59,27,5,130,17,45,0
madhya pradesh,tikamgarh,2001,86,4,15,177,2,27,0
madhya pradesh,ujjain,2001,59,33,7,161,33,109,0
madhya pradesh,umariya,2001,25,2,2,61,5,21,0
madhya pradesh,vidisha,2001,112,6,13,245,22,56,0
maharashtra,ahmednagar,2001,44,25,0,74,2,496,0
maharashtra,akola,2001,15,14,2,109,7,189,0
maharashtra,amravati commr.,2001,23,23,10,43,26,55,0
maharashtra,amravati rural,2001,42,25,4,99,38,92,0
maharashtra,aurangabad commr.,2001,14,14,4,33,12,102,0
maharashtra,aurangabad rural,2001,28,6,6,53,12,247,0
maharashtra,beed,2001,22,15,2,78,15,177,0
maharashtra,bhandara,2001,39,1,5,71,37,60,0
maharashtra,buldhana,2001,22,18,35,118,21,223,0
maharashtra,chandrapur,2001,43,7,2,102,28,144,0
maharashtra,dhule,2001,16,6,6,17,8,127,0
maharashtra,gadchiroli,2001,27,6,0,55,17,57,0
maharashtra,gondia,2001,23,17,4,85,22,80,0
maharashtra,hingoli,2001,20,8,2,44,4,134,0
maharashtra,jalgaon,2001,19,12,5,76,31,389,0
maharashtra,jalna,2001,16,8,5,56,7,172,0
maharashtra,kolhapur,2001,26,13,19,46,7,80,0
maharashtra,latur,2001,7,22,38,50,7,150,0
maharashtra,mumbai,2001,127,12,18,274,44,198,0
maharashtra,mumbai rly.,2001,2,0,0,5,0,0,0
maharashtra,nagpur commr.,2001,39,51,7,75,56,218,0
maharashtra,nagpur rly.,2001,2,0,2,4,0,0,0
maharashtra,nagpur rural,2001,81,16,3,131,294,141,0
maharashtra,nanded,2001,23,36,21,85,22,202,0
maharashtra,nandurbar,2001,16,6,2,27,1,78,0
maharashtra,nasik commr.,2001,9,9,3,19,2,99,0
maharashtra,nasik rural,2001,39,10,7,74,37,339,0
maharashtra,navi mumbai,2001,17,7,5,23,5,57,0
maharashtra,osmanabad,2001,16,7,2,52,6,102,0
maharashtra,parbhani,2001,25,16,1,57,10,120,0
maharashtra,pune commr.,2001,56,28,2,54,105,147,1
maharashtra,pune rly.,2001,0,0,0,3,0,0,0
maharashtra,pune rural,2001,42,17,5,64,11,165,0
maharashtra,raigad,2001,20,1,1,29,7,55,0
maharashtra,ratnagiri,2001,10,4,0,32,19,62,0
maharashtra,sangli,2001,32,8,12,54,22,96,0
maharashtra,satara,2001,32,7,13,49,9,179,0
maharashtra,sindhudurg,2001,7,2,0,20,13,8,0
maharashtra,solapur commr.,2001,16,11,6,15,4,62,0
maharashtra,solapur rural,2001,35,14,6,40,12,90,0
maharashtra,thane commr.,2001,39,37,6,69,43,212,0
maharashtra,thane rural,2001,65,16,6,76,25,104,0
maharashtra,wardha,2001,35,12,9,98,35,89,0
maharashtra,washim,2001,15,13,10,60,10,116,0
maharashtra,yavatmal,2001,56,31,12,125,27,177,0
manipur,bishnupur,2001,1,3,0,0,0,1,0
manipur,chandel,2001,0,1,0,0,0,0,0
manipur,churachandpur,2001,1,0,0,0,0,0,0
manipur,imphal(east),2001,7,6,0,2,0,1,0
manipur,imphal(west),2001,7,37,0,17,0,3,0
manipur,senapati,2001,0,0,0,0,0,0,0
manipur,tamenglong,2001,0,0,0,0,0,0,0
manipur,thoubal,2001,4,14,0,1,0,0,0
manipur,ukhrul,2001,0,1,0,1,0,0,0
meghalaya,garo hills east,2001,2,0,0,2,0,0,0
meghalaya,garo hills south,2001,1,0,0,0,0,1,0
meghalaya,garo hills west,2001,5,0,0,8,0,0,0
meghalaya,jaintia hills,2001,7,4,0,3,0,0,0
meghalaya,khasi hills east,2001,5,5,0,8,0,3,0
meghalaya,khasi hills west,2001,4,0,0,2,0,0,0
meghalaya,ri-bhoi,2001,2,2,0,2,0,0,0
mizoram,aizawl,2001,26,0,0,13,0,1,0
mizoram,champhai,2001,7,0,0,7,0,0,0
mizoram,kolasib,2001,6,0,0,15,0,0,0
mizoram,lawngtlai,2001,2,0,0,0,0,0,0
mizoram,lunglei,2001,3,0,0,11,0,0,0
mizoram,mamit,2001,0,0,0,0,0,15,2
mizoram,saiha,2001,3,0,0,6,0,0,0
mizoram,serchhip,2001,5,1,0,0,0,0,1
nagaland,dimapur,2001,4,4,0,0,0,0,0
nagaland,kiphire,2001,0,0,0,0,0,0,0
nagaland,kohima,2001,6,0,0,6,0,0,0
nagaland,mokokchung,2001,1,0,0,0,0,0,0
nagaland,mon,2001,2,2,0,0,0,0,0
nagaland,peren,2001,0,0,0,0,0,0,0
nagaland,phek,2001,1,0,0,0,0,0,0
nagaland,tuensang,2001,0,0,0,0,0,0,0
nagaland,wokha,2001,1,0,0,0,0,0,0
nagaland,zunheboto,2001,2,0,0,0,0,0,0
odisha,angul,2001,33,5,8,90,0,53,0
odisha,balasore,2001,58,32,36,92,9,68,0
odisha,baragarh,2001,19,8,0,41,2,30,0
odisha,berhampur,2001,10,10,4,41,6,29,0
odisha,bhadrak,2001,35,18,23,29,5,79,0
odisha,bolangir,2001,19,16,4,91,11,61,0
odisha,boudh,2001,6,5,1,21,3,6,0
odisha,cuttack,2001,34,33,39,42,1,125,0
odisha,deogarh,2001,8,4,2,33,0,8,0
odisha,dhenkanal,2001,15,7,14,82,5,31,0
odisha,gajapati,2001,10,3,1,13,2,7,0
odisha,ganjam,2001,22,10,1,102,6,9,0
odisha,jagatsinghpur,2001,12,16,16,13,2,30,0
odisha,jajpur,2001,24,14,16,16,3,42,0
odisha,jharsuguda,2001,12,5,4,39,1,13,0
odisha,kalahandi,2001,30,17,0,22,5,9,0
odisha,kandhamal,2001,34,25,4,95,15,29,0
odisha,kendrapara,2001,11,15,24,66,176,57,0
odisha,keonjhar,2001,38,19,4,127,16,41,0
odisha,khurda,2001,65,32,11,28,9,171,0
odisha,koraput,2001,38,13,7,56,124,132,0
odisha,malkangir,2001,14,5,0,27,0,12,0
odisha,mayurbhanj,2001,77,31,19,141,0,74,0
odisha,nayagarh,2001,17,18,14,11,3,9,0
odisha,nowrangpur,2001,13,3,0,41,7,13,0
odisha,nuapada,2001,9,2,0,16,5,17,0
odisha,puri,2001,41,24,29,13,0,32,0
odisha,rayagada,2001,9,0,1,33,2,26,0
odisha,rourkela,2001,12,6,2,35,13,17,0
odisha,sambalpur,2001,18,9,0,82,9,18,0
odisha,sonepur,2001,8,4,6,28,4,11,0
odisha,srp(cuttack),2001,1,3,0,5,4,0,0
odisha,srp(rourkela),2001,2,3,0,2,0,0,0
odisha,sundargarh,2001,36,19,4,82,10,7,0
punjab,amritsar,2001,9,26,7,9,0,77,0
punjab,barnala,2001,12,13,6,13,0,24,0
punjab,batala,2001,8,4,6,1,0,19,0
punjab,bhatinda,2001,13,9,4,15,0,57,0
punjab,faridkot,2001,6,7,4,11,0,20,0
punjab,fatehgarh sahib,2001,11,6,4,4,1,7,0
punjab,ferozepur,2001,22,7,11,17,0,22,0
punjab,g.r.p,2001,0,0,3,1,0,0,0
punjab,gurdaspur,2001,12,14,6,4,0,21,0
punjab,hoshiarpur,2001,19,13,12,13,0,46,0
punjab,jagraon,2001,19,11,7,3,2,27,0
punjab,jalandhar,2001,21,49,17,16,2,104,0
punjab,kapurthala,2001,8,9,2,20,0,34,0
punjab,khanna,2001,6,1,4,0,0,15,0
punjab,ludhiana,2001,38,46,11,46,13,249,0
punjab,majitha,2001,9,6,9,8,0,20,0
punjab,mansa,2001,6,4,2,3,0,3,0
punjab,moga,2001,11,9,6,8,2,25,0
punjab,muktsar,2001,3,2,1,2,0,16,0
punjab,nawan shahr,2001,11,8,4,8,0,14,0
punjab,patiala,2001,23,46,10,128,19,232,0
punjab,ropar,2001,6,6,5,13,4,33,0
punjab,sangrur,2001,15,18,10,18,4,36,0
punjab,tarn taran,2001,10,10,8,11,0,27,0
rajasthan,ajmer,2001,16,125,12,95,0,236,0
rajasthan,alwar,2001,34,87,43,124,0,235,0
rajasthan,banswara,2001,90,59,10,112,1,151,0
rajasthan,baran,2001,81,94,3,219,5,124,0
rajasthan,barmer,2001,13,14,13,71,0,45,0
rajasthan,bharatpur,2001,48,103,24,77,0,209,0
rajasthan,bhilwara,2001,42,223,5,126,3,312,0
rajasthan,bikaner,2001,35,34,13,53,0,153,0
rajasthan,bundi,2001,36,103,2,164,6,157,0
rajasthan,chittorgarh,2001,67,169,7,112,5,384,0
rajasthan,churu,2001,24,14,8,73,3,174,0
rajasthan,dausa,2001,9,26,8,31,0,60,0
rajasthan,dholpur,2001,24,33,21,34,0,93,0
rajasthan,dungarpur,2001,17,50,3,56,0,60,0
rajasthan,g.r.p.,2001,1,4,0,14,0,0,0
rajasthan,ganganagar,2001,55,65,13,118,2,375,0
rajasthan,hanumangarh,2001,35,22,20,98,0,241,0
rajasthan,jaipur,2001,61,203,29,179,1,453,0
rajasthan,jaisalmer,2001,2,7,3,21,0,16,0
rajasthan,jalore,2001,10,20,12,61,0,96,0
rajasthan,jhalawar,2001,65,57,8,144,10,224,0
